date,state,positive,hospitalizedCumulative,death
20200531,AK,463,50,10
,,,,
20200530,AK,435,50,10
,,,,
20200529,AK,432,50,10
,,,,
20200528,AK,427,49,10
,,,,
20200527,AK,414,49,10
,,,,
20200526,AK,413,49,10
,,,,
20200525,AK,411,49,10
,,,,
20200524,AK,410,49,10
,,,,
20200523,AK,410,49,10
,,,,
20200522,AK,406,49,10
,,,,
20200521,AK,404,47,10
,,,,
20200520,AK,404,46,10
,,,,
20200519,AK,401,46,10
,,,,
20200518,AK,401,46,10
,,,,
20200517,AK,398,46,10
,,,,
20200516,AK,394,45,10
,,,,
20200515,AK,390,43,10
,,,,
20200514,AK,389,42,10
,,,,
20200513,AK,384,41,10
,,,,
20200512,AK,383,41,10
,,,,
20200511,AK,381,41,10
,,,,
20200510,AK,379,41,10
,,,,
20200509,AK,378,41,10
,,,,
20200508,AK,377,41,10
,,,,
20200507,AK,374,41,10
,,,,
20200506,AK,372,41,10
,,,,
20200505,AK,371,40,9
,,,,
20200504,AK,370,39,9
,,,,
20200503,AK,368,39,9
,,,,
20200502,AK,365,39,9
,,,,
20200501,AK,364,39,9
,,,,
20200430,AK,355,38,9
,,,,
20200429,AK,355,38,9
,,,,
20200428,AK,351,38,9
,,,,
20200427,AK,345,37,9
,,,,
20200426,AK,341,37,9
,,,,
20200425,AK,339,37,9
,,,,
20200424,AK,339,37,9
,,,,
20200423,AK,337,37,9
,,,,
20200422,AK,335,37,9
,,,,
20200421,AK,329,37,9
,,,,
20200420,AK,321,37,9
,,,,
20200419,AK,319,37,9
,,,,
20200418,AK,314,37,9
,,,,
20200417,AK,309,37,9
,,,,
20200416,AK,300,36,9
,,,,
20200415,AK,293,33,9
,,,,
20200414,AK,285,33,9
,,,,
20200413,AK,277,33,8
,,,,
20200412,AK,272,33,8
,,,,
20200411,AK,257,32,8
,,,,
20200410,AK,246,30,7
,,,,
20200409,AK,235,30,7
,,,,
20200408,AK,226,28,7
,,,,
20200407,AK,213,26,6
,,,,
20200406,AK,191,25,6
,,,,
20200405,AK,185,21,6
,,,,
20200404,AK,171,17,5
,,,,
20200403,AK,160,17,3
,,,,
20200402,AK,149,16,3
,,,,
20200401,AK,141,15,3
,,,,
20200331,AK,128,12,3
,,,,
20200330,AK,118,10,3
,,,,
20200329,AK,110,10,2
,,,,
20200328,AK,91,10,2
,,,,
20200327,AK,74,6,1
,,,,
20200326,AK,63,4,1
,,,,
20200325,AK,49,3,1
,,,,
20200324,AK,42,2,0
,,,,
20200323,AK,38,1,0
,,,,
20200322,AK,25,1,0
,,,,
20200321,AK,15,1,0
,,,,
20200320,AK,14,1,0
,,,,
20200319,AK,11,1,0
,,,,
20200318,AK,8,1,0
,,,,
20200317,AK,3,1,0
,,,,
20201202,AL,256828,25821,3711
,,,,
20201201,AL,252900,25610,3638
,,,,
20201130,AL,249524,25338,3578
,,,,
20201129,AL,247229,24670,3577
,,,,
20201128,AL,244993,24670,3572
,,,,
20201127,AL,242874,24451,3572
,,,,
20201126,AL,241957,24401,3572
,,,,
20201125,AL,239318,24376,3532
,,,,
20201124,AL,236865,24160,3472
,,,,
20201123,AL,234080,23942,3459
,,,,
20201122,AL,232506,23449,3457
,,,,
20201121,AL,230708,23449,3457
,,,,
20201120,AL,228373,23449,3451
,,,,
20201119,AL,225910,23295,3419
,,,,
20201118,AL,223486,23088,3347
,,,,
20201117,AL,220848,22716,3301
,,,,
20201116,AL,219232,22716,3249
,,,,
20201115,AL,217822,22275,3248
,,,,
20201114,AL,215843,22275,3246
,,,,
20201113,AL,213617,22275,3231
,,,,
20201112,AL,210637,22190,3213
,,,,
20201111,AL,208637,21886,3201
,,,,
20201110,AL,206567,21886,3120
,,,,
20201109,AL,204857,21294,3084
,,,,
20201108,AL,203687,21294,3084
,,,,
20201107,AL,202482,21294,3082
,,,,
20201106,AL,200714,21294,3049
,,,,
20201105,AL,199158,21027,3026
,,,,
20201104,AL,197777,21027,3006
,,,,
20201103,AL,195929,20901,2987
,,,,
20201102,AL,194892,20450,2973
,,,,
20201101,AL,193985,20450,2973
,,,,
20201031,AL,192285,20450,2967
,,,,
20201030,AL,190496,20450,2932
,,,,
20201029,AL,189149,20246,2914
,,,,
20201028,AL,187706,20116,2911
,,,,
20201027,AL,186437,19974,2892
,,,,
20201026,AL,185322,19974,2866
,,,,
20201025,AL,184355,19595,2866
,,,,
20201024,AL,183276,19595,2866
,,,,
20201023,AL,180916,19595,2859
,,,,
20201022,AL,177064,19448,2843
,,,,
20201021,AL,174528,19330,2805
,,,,
20201020,AL,174528,19081,2805
,,,,
20201019,AL,173485,19081,2789
,,,,
20201018,AL,172626,18855,2788
,,,,
20201017,AL,171662,18855,2788
,,,,
20201016,AL,170374,18855,2786
,,,,
20201015,AL,169162,18635,2756
,,,,
20201014,AL,167977,18635,2706
,,,,
20201013,AL,167193,18440,2665
,,,,
20201012,AL,166076,18179,2665
,,,,
20201011,AL,165342,18179,2664
,,,,
20201010,AL,164526,18179,2664
,,,,
20201009,AL,163465,17989,2653
,,,,
20201008,AL,161975,17989,2637
,,,,
20201007,AL,161418,17915,2601
,,,,
20201006,AL,160477,17699,2580
,,,,
20201005,AL,159713,17699,2559
,,,,
20201004,AL,159169,17420,2558
,,,,
20201003,AL,158380,17420,2558
,,,,
20201002,AL,156698,17420,2550
,,,,
20201001,AL,155744,17257,2548
,,,,
20200930,AL,154701,17257,2540
,,,,
20200929,AL,153554,17182,2517
,,,,
20200928,AL,152983,17091,2501
,,,,
20200927,AL,152321,16852,2501
,,,,
20200926,AL,151591,16852,2501
,,,,
20200925,AL,150658,16852,2491
,,,,
20200924,AL,148206,16778,2506
,,,,
20200923,AL,147153,16698,2488
,,,,
20200922,AL,146584,16604,2457
,,,,
20200921,AL,145780,16487,2439
,,,,
20200920,AL,144962,16227,2437
,,,,
20200919,AL,144164,16227,2437
,,,,
20200918,AL,142863,16227,2428
,,,,
20200917,AL,141757,16079,2401
,,,,
20200916,AL,141087,15942,2392
,,,,
20200915,AL,140160,15756,2387
,,,,
20200914,AL,139459,15756,2355
,,,,
20200913,AL,138755,15527,2351
,,,,
20200912,AL,137646,15527,2350
,,,,
20200911,AL,136703,15527,2333
,,,,
20200910,AL,135565,15339,2301
,,,,
20200909,AL,134417,15339,2285
,,,,
20200908,AL,133606,15137,2277
,,,,
20200907,AL,132973,14914,2276
,,,,
20200906,AL,132314,14914,2276
,,,,
20200905,AL,131803,14914,2275
,,,,
20200904,AL,130393,14801,2266
,,,,
20200903,AL,129285,14801,2233
,,,,
20200902,AL,128239,14753,2217
,,,,
20200901,AL,127616,14538,2200
,,,,
20200831,AL,126058,14267,2182
,,,,
20200830,AL,125235,14267,2162
,,,,
20200829,AL,123889,14267,2152
,,,,
20200828,AL,122185,14267,2107
,,,,
20200827,AL,121023,14005,2076
,,,,
20200826,AL,119254,14005,2045
,,,,
20200825,AL,117242,13793,2037
,,,,
20200824,AL,116710,13793,2024
,,,,
20200823,AL,115060,13502,2013
,,,,
20200822,AL,114532,13502,2011
,,,,
20200821,AL,112770,13330,1990
,,,,
20200820,AL,112449,13330,1974
,,,,
20200819,AL,111478,13080,1944
,,,,
20200818,AL,110361,12958,1936
,,,,
20200817,AL,109004,12958,1925
,,,,
20200816,AL,108433,12607,1898
,,,,
20200815,AL,107580,12607,1896
,,,,
20200814,AL,106309,12456,1893
,,,,
20200813,AL,105557,12456,1890
,,,,
20200812,AL,104786,12292,1882
,,,,
20200811,AL,103851,12070,1847
,,,,
20200810,AL,103020,12070,1797
,,,,
20200809,AL,101334,11537,1768
,,,,
20200808,AL,98387,11537,1735
,,,,
20200807,AL,98301,11537,1735
,,,,
20200806,AL,96592,11313,1714
,,,,
20200805,AL,94654,11100,1695
,,,,
20200804,AL,93702,11100,1666
,,,,
20200803,AL,92661,10865,1633
,,,,
20200802,AL,91444,10521,1627
,,,,
20200801,AL,89349,10521,1603
,,,,
20200731,AL,87723,10521,1580
,,,,
20200730,AL,85762,10070,1565
,,,,
20200729,AL,83782,9893,1538
,,,,
20200728,AL,82366,9893,1491
,,,,
20200727,AL,81115,9694,1491
,,,,
20200726,AL,79294,9157,1473
,,,,
20200725,AL,78130,9157,1456
,,,,
20200724,AL,76005,9157,1438
,,,,
20200723,AL,74212,8995,1397
,,,,
20200722,AL,71813,8538,1364
,,,,
20200721,AL,70358,8538,1303
,,,,
20200720,AL,68891,8368,1291
,,,,
20200719,AL,67011,7782,1287
,,,,
20200718,AL,65234,7782,1286
,,,,
20200717,AL,63091,7584,1265
,,,,
20200716,AL,61088,7584,1230
,,,,
20200715,AL,59067,7291,1211
,,,,
20200714,AL,57255,7123,1164
,,,,
20200713,AL,55545,6745,1124
,,,,
20200712,AL,53587,6745,1121
,,,,
20200711,AL,51947,6745,1114
,,,,
20200710,AL,50508,3089,1104
,,,,
20200709,AL,49174,3039,1068
,,,,
20200708,AL,46962,3006,1058
,,,,
20200707,AL,45785,2961,1033
,,,,
20200706,AL,44878,2914,1007
,,,,
20200705,AL,43953,2909,1007
,,,,
20200704,AL,42862,2906,1007
,,,,
20200703,AL,41865,2883,1006
,,,,
20200702,AL,40111,2835,985
,,,,
20200701,AL,38962,2803,972
,,,,
20200630,AL,38045,2769,950
,,,,
20200629,AL,37175,2725,929
,,,,
20200628,AL,35441,2703,919
,,,,
20200627,AL,35083,2697,919
,,,,
20200626,AL,34183,2653,907
,,,,
20200625,AL,33206,2612,896
,,,,
20200624,AL,32064,2567,891
,,,,
20200623,AL,31097,2521,864
,,,,
20200622,AL,30454,2471,841
,,,,
20200621,AL,30021,2460,839
,,,,
20200620,AL,29549,2443,838
,,,,
20200619,AL,29002,2416,822
,,,,
20200618,AL,28206,2373,810
,,,,
20200617,AL,27312,2352,790
,,,,
20200616,AL,26912,2315,785
,,,,
20200615,AL,26272,2259,774
,,,,
20200614,AL,25615,2255,773
,,,,
20200613,AL,24601,2241,773
,,,,
20200612,AL,23710,2202,769
,,,,
20200611,AL,22845,2165,755
,,,,
20200610,AL,21989,2129,744
,,,,
20200609,AL,21422,2087,729
,,,,
20200608,AL,20925,2054,718
,,,,
20200607,AL,20500,2022,692
,,,,
20200606,AL,20043,1993,689
,,,,
20200605,AL,19387,1949,676
,,,,
20200604,AL,19072,1929,653
,,,,
20200603,AL,18851,1900,653
,,,,
20200602,AL,18642,1879,651
,,,,
20200601,AL,18363,1856,646
,,,,
20200531,AL,17903,1844,631
,,,,
20200530,AL,17359,1826,618
,,,,
20200529,AL,16823,1800,605
,,,,
20200528,AL,16310,1765,590
,,,,
20200527,AL,15843,1719,581
,,,,
20200526,AL,15396,1671,575
,,,,
20200525,AL,14730,1629,562
,,,,
20200524,AL,14327,1612,551
,,,,
20200523,AL,13938,1589,546
,,,,
20200522,AL,13563,1561,537
,,,,
20200521,AL,13119,1528,529
,,,,
20200520,AL,12744,1493,517
,,,,
20200519,AL,12376,1453,504
,,,,
20200518,AL,12086,1416,489
,,,,
20200517,AL,11771,1392,488
,,,,
20200516,AL,11523,1387,485
,,,,
20200515,AL,11216,1377,476
,,,,
20200514,AL,10968,1350,467
,,,,
20200513,AL,10617,1317,449
,,,,
20200512,AL,10310,1287,429
,,,,
20200511,AL,10009,1256,401
,,,,
20200510,AL,9777,1240,393
,,,,
20200509,AL,9567,1228,388
,,,,
20200508,AL,9221,1207,375
,,,,
20200507,AL,8898,1178,349
,,,,
20200506,AL,8581,1158,340
,,,,
20200505,AL,8285,1107,313
,,,,
20200504,AL,8025,1064,296
,,,,
20200503,AL,7725,1035,290
,,,,
20200502,AL,7434,1023,288
,,,,
20200501,AL,7158,1008,279
,,,,
20200430,AL,7019,978,269
,,,,
20200429,AL,6842,945,245
,,,,
20200428,AL,6687,911,242
,,,,
20200427,AL,6499,872,222
,,,,
20200426,AL,6270,845,216
,,,,
20200425,AL,6137,839,212
,,,,
20200424,AL,5832,768,197
,,,,
20200423,AL,5778,768,197
,,,,
20200422,AL,5465,730,194
,,,,
20200421,AL,5231,699,177
,,,,
20200420,AL,5025,641,167
,,,,
20200419,AL,4837,641,154
,,,,
20200418,AL,4655,620,146
,,,,
20200417,AL,4530,594,144
,,,,
20200416,AL,4345,553,133
,,,,
20200415,AL,4113,525,121
,,,,
20200414,AL,3876,493,110
,,,,
20200413,AL,3734,457,99
,,,,
20200412,AL,3525,437,93
,,,,
20200411,AL,3191,402,91
,,,,
20200410,AL,2968,368,80
,,,,
20200409,AL,2769,333,74
,,,,
20200408,AL,2369,314,66
,,,,
20200407,AL,2119,271,56
,,,,
20200406,AL,1968,240,50
,,,,
20200405,AL,1796,231,45
,,,,
20200404,AL,1580,212,43
,,,,
20200403,AL,1432,,35
,,,,
20200402,AL,1233,,32
,,,,
20200401,AL,1077,,26
,,,,
20200331,AL,981,,13
,,,,
20200330,AL,859,,6
,,,,
20200329,AL,806,,4
,,,,
20200328,AL,696,,3
,,,,
20200327,AL,587,,3
,,,,
20200326,AL,506,,1
,,,,
20200325,AL,283,,0
,,,,
20200324,AL,215,,0
,,,,
20200323,AL,167,,0
,,,,
20200322,AL,138,,0
,,,,
20200321,AL,124,,0
,,,,
20200320,AL,81,,0
,,,,
20200319,AL,68,,0
,,,,
20200318,AL,46,,0
,,,,
20200317,AL,36,,0
,,,,
20201202,AR,161521,9110,2522
,,,,
20201201,AR,159309,9021,2512
,,,,
20201130,AR,157359,8937,2502
,,,,
20201129,AR,156247,8843,2470
,,,,
20201128,AR,155026,8819,2449
,,,,
20201127,AR,153677,8779,2436
,,,,
20201126,AR,152625,8711,2436
,,,,
20201125,AR,150277,8711,2425
,,,,
20201124,AR,148312,8620,2405
,,,,
20201123,AR,146190,8523,2387
,,,,
20201122,AR,145173,8472,2357
,,,,
20201121,AR,143821,8415,2337
,,,,
20201120,AR,141916,8353,2321
,,,,
20201119,AR,139855,8268,2297
,,,,
20201118,AR,137617,8139,2275
,,,,
20201117,AR,135902,8050,2245
,,,,
20201116,AR,134348,7949,2225
,,,,
20201115,AR,133040,7876,2183
,,,,
20201114,AR,130318,7847,2148
,,,,
20201113,AR,130318,7817,2148
,,,,
20201112,AR,128006,7715,2144
,,,,
20201111,AR,126197,7635,2126
,,,,
20201110,AR,124235,7579,2112
,,,,
20201109,AR,122811,7496,2108
,,,,
20201108,AR,121866,7434,2085
,,,,
20201107,AR,120828,7415,2068
,,,,
20201106,AR,119230,7401,2056
,,,,
20201105,AR,117360,7326,2037
,,,,
20201104,AR,115812,7273,2026
,,,,
20201103,AR,114519,7194,2003
,,,,
20201102,AR,113641,7110,1985
,,,,
20201101,AR,112190,7055,1925
,,,,
20201031,AR,112190,7038,1925
,,,,
20201030,AR,110874,7003,1900
,,,,
20201029,AR,109712,6967,1894
,,,,
20201028,AR,108640,6920,1875
,,,,
20201027,AR,107679,6841,1857
,,,,
20201026,AR,106727,6768,1833
,,,,
20201025,AR,106115,6718,1812
,,,,
20201024,AR,105318,6707,1797
,,,,
20201023,AR,104135,6678,1782
,,,,
20201022,AR,102798,6526,1772
,,,,
20201021,AR,101596,6526,1751
,,,,
20201020,AR,100441,6428,1728
,,,,
20201019,AR,99597,6361,1714
,,,,
20201018,AR,99066,6315,1704
,,,,
20201017,AR,98422,6278,1684
,,,,
20201016,AR,97539,6243,1665
,,,,
20201015,AR,96524,6199,1645
,,,,
20201014,AR,95246,6148,1634
,,,,
20201013,AR,94167,6069,1611
,,,,
20201012,AR,93487,5960,1586
,,,,
20201011,AR,92833,5910,1569
,,,,
20201010,AR,92220,5900,1552
,,,,
20201009,AR,90145,5805,1503
,,,,
20201008,AR,90145,5805,1503
,,,,
20201007,AR,88880,5740,1482
,,,,
20201006,AR,88071,5658,1447
,,,,
20201005,AR,87430,5586,1447
,,,,
20201004,AR,87013,5550,1425
,,,,
20201003,AR,86525,5527,1407
,,,,
20201002,AR,85779,5488,1391
,,,,
20201001,AR,84821,5445,1384
,,,,
20200930,AR,83697,5354,1369
,,,,
20200929,AR,82755,5354,1350
,,,,
20200928,AR,82049,5248,1329
,,,,
20200927,AR,81242,5235,1308
,,,,
20200926,AR,80755,5202,1285
,,,,
20200925,AR,79946,5202,1266
,,,,
20200924,AR,79049,5160,1246
,,,,
20200923,AR,77963,5098,1229
,,,,
20200922,AR,76981,5055,1209
,,,,
20200921,AR,76364,4986,1197
,,,,
20200920,AR,75723,4967,1181
,,,,
20200919,AR,75160,4963,1173
,,,,
20200918,AR,74082,4932,1173
,,,,
20200917,AR,73211,4896,1166
,,,,
20200916,AR,72219,4840,1157
,,,,
20200915,AR,71357,4802,1010
,,,,
20200914,AR,70627,4736,992
,,,,
20200913,AR,70219,4719,981
,,,,
20200912,AR,69710,4678,969
,,,,
20200911,AR,68983,4678,953
,,,,
20200910,AR,67803,4606,940
,,,,
20200909,AR,67255,4574,928
,,,,
20200908,AR,66757,4524,917
,,,,
20200907,AR,66280,4486,908
,,,,
20200906,AR,65226,4462,894
,,,,
20200905,AR,65226,4456,882
,,,,
20200904,AR,64678,4422,873
,,,,
20200903,AR,63504,4386,861
,,,,
20200902,AR,62112,4341,841
,,,,
20200901,AR,61497,4306,814
,,,,
20200831,AR,61224,4213,797
,,,,
20200830,AR,60856,4182,784
,,,,
20200829,AR,60378,4142,772
,,,,
20200828,AR,59583,4142,756
,,,,
20200827,AR,58745,4104,739
,,,,
20200826,AR,58023,4061,732
,,,,
20200825,AR,57374,4013,711
,,,,
20200824,AR,56894,3962,696
,,,,
20200823,AR,56574,3920,687
,,,,
20200822,AR,56199,3908,674
,,,,
20200821,AR,55652,3856,663
,,,,
20200820,AR,54765,3790,641
,,,,
20200819,AR,54216,3743,631
,,,,
20200818,AR,53487,3695,619
,,,,
20200817,AR,53077,3621,603
,,,,
20200816,AR,52665,3570,599
,,,,
20200815,AR,51992,3562,600
,,,,
20200814,AR,52392,3566,587
,,,,
20200813,AR,51766,3566,582
,,,,
20200812,AR,51114,3472,566
,,,,
20200811,AR,50411,3401,566
,,,,
20200810,AR,50028,3336,555
,,,,
20200809,AR,49383,3284,544
,,,,
20200808,AR,48039,3223,521
,,,,
20200807,AR,48039,3168,521
,,,,
20200806,AR,47028,3118,515
,,,,
20200805,AR,46293,3118,508
,,,,
20200804,AR,45381,3054,490
,,,,
20200803,AR,44597,2966,475
,,,,
20200802,AR,43173,2894,458
,,,,
20200801,AR,43173,2852,460
,,,,
20200731,AR,42511,2852,453
,,,,
20200730,AR,41759,2747,442
,,,,
20200729,AR,40968,2747,434
,,,,
20200728,AR,40181,2686,428
,,,,
20200727,AR,39447,2624,408
,,,,
20200726,AR,38623,2542,401
,,,,
20200725,AR,37249,2361,394
,,,,
20200724,AR,37249,2361,394
,,,,
20200723,AR,36259,2361,386
,,,,
20200722,AR,35246,2317,380
,,,,
20200721,AR,34655,2257,374
,,,,
20200720,AR,33927,2202,357
,,,,
20200719,AR,32533,2177,357
,,,,
20200718,AR,31762,2135,353
,,,,
20200717,AR,31762,2070,353
,,,,
20200716,AR,31114,1994,341
,,,,
20200715,AR,30297,1948,335
,,,,
20200714,AR,29733,1872,331
,,,,
20200713,AR,28939,1836,323
,,,,
20200712,AR,28367,1822,321
,,,,
20200711,AR,26803,1780,313
,,,,
20200710,AR,26803,1743,313
,,,,
20200709,AR,26052,1705,309
,,,,
20200708,AR,24512,1655,301
,,,,
20200707,AR,24512,1604,292
,,,,
20200706,AR,24253,1575,292
,,,,
20200705,AR,23209,1536,286
,,,,
20200704,AR,23209,1536,286
,,,,
20200703,AR,22622,1517,281
,,,,
20200702,AR,22075,1477,279
,,,,
20200701,AR,21197,1448,277
,,,,
20200630,AR,20777,1413,270
,,,,
20200629,AR,20257,1380,265
,,,,
20200628,AR,19310,1373,259
,,,,
20200627,AR,18740,1337,249
,,,,
20200626,AR,18062,1300,240
,,,,
20200625,AR,18062,1245,240
,,,,
20200624,AR,17375,1214,240
,,,,
20200623,AR,16678,1188,237
,,,,
20200622,AR,16083,1164,227
,,,,
20200621,AR,15142,1152,224
,,,,
20200620,AR,15142,1100,224
,,,,
20200619,AR,14631,1100,214
,,,,
20200618,AR,13928,1074,208
,,,,
20200617,AR,13606,1052,197
,,,,
20200616,AR,13191,1026,182
,,,,
20200615,AR,12917,1003,182
,,,,
20200614,AR,12501,998,179
,,,,
20200613,AR,11547,979,176
,,,,
20200612,AR,11547,961,176
,,,,
20200611,AR,10816,925,171
,,,,
20200610,AR,10368,901,165
,,,,
20200609,AR,10080,865,161
,,,,
20200608,AR,9740,844,155
,,,,
20200607,AR,9426,844,154
,,,,
20200606,AR,9101,838,154
,,,,
20200605,AR,8651,792,152
,,,,
20200604,AR,8067,757,142
,,,,
20200603,AR,8067,731,142
,,,,
20200602,AR,7443,718,133
,,,,
20200601,AR,7443,711,133
,,,,
20200531,AR,7253,711,133
,,,,
20200530,AR,7013,702,133
,,,,
20200529,AR,6538,667,125
,,,,
20200528,AR,6538,640,120
,,,,
20200527,AR,6277,627,120
,,,,
20200526,AR,6180,617,119
,,,,
20200525,AR,6029,605,117
,,,,
20200524,AR,5922,598,116
,,,,
20200523,AR,5612,590,113
,,,,
20200522,AR,5612,584,113
,,,,
20200521,AR,5458,535,110
,,,,
20200520,AR,5003,535,107
,,,,
20200519,AR,4923,535,102
,,,,
20200518,AR,4813,530,100
,,,,
20200517,AR,4759,520,98
,,,,
20200516,AR,4578,520,98
,,,,
20200515,AR,4463,520,98
,,,,
20200514,AR,4236,509,97
,,,,
20200513,AR,4164,497,95
,,,,
20200512,AR,4164,485,95
,,,,
20200511,AR,4034,480,94
,,,,
20200510,AR,3747,471,88
,,,,
20200509,AR,3747,471,88
,,,,
20200508,AR,3694,466,88
,,,,
20200507,AR,3611,462,87
,,,,
20200506,AR,3568,453,85
,,,,
20200505,AR,3496,453,83
,,,,
20200504,AR,3458,438,81
,,,,
20200503,AR,3431,427,76
,,,,
20200502,AR,3372,414,73
,,,,
20200501,AR,3321,414,64
,,,,
20200430,AR,3255,402,61
,,,,
20200429,AR,3192,389,59
,,,,
20200428,AR,3111,291,52
,,,,
20200427,AR,3017,291,50
,,,,
20200426,AR,2941,291,49
,,,,
20200425,AR,2829,291,47
,,,,
20200424,AR,2741,291,45
,,,,
20200423,AR,2465,291,45
,,,,
20200422,AR,2276,291,42
,,,,
20200421,AR,2227,291,43
,,,,
20200420,AR,1923,291,42
,,,,
20200419,AR,1781,291,40
,,,,
20200418,AR,1739,291,38
,,,,
20200417,AR,1695,130,37
,,,,
20200416,AR,1620,130,37
,,,,
20200415,AR,1569,130,33
,,,,
20200414,AR,1480,130,30
,,,,
20200413,AR,1410,130,30
,,,,
20200412,AR,1280,130,27
,,,,
20200411,AR,1226,130,24
,,,,
20200410,AR,1171,130,23
,,,,
20200409,AR,1119,130,21
,,,,
20200408,AR,1000,130,18
,,,,
20200407,AR,946,148,16
,,,,
20200406,AR,875,137,16
,,,,
20200405,AR,830,130,16
,,,,
20200404,AR,743,106,14
,,,,
20200403,AR,704,105,12
,,,,
20200402,AR,643,100,12
,,,,
20200401,AR,584,90,10
,,,,
20200331,AR,523,,8
,,,,
20200330,AR,473,,7
,,,,
20200329,AR,426,,6
,,,,
20200328,AR,404,,5
,,,,
20200327,AR,381,,3
,,,,
20200326,AR,335,,3
,,,,
20200325,AR,280,,2
,,,,
20200324,AR,218,,0
,,,,
20200323,AR,174,,0
,,,,
20200322,AR,165,,0
,,,,
20200321,AR,118,,
,,,,
20200320,AR,96,,
,,,,
20200319,AR,46,,
,,,,
20200318,AR,33,,
,,,,
20200317,AR,22,,
,,,,
20201202,AS,0,,0
,,,,
20201201,AS,0,,0
,,,,
20201130,AS,0,,0
,,,,
20201129,AS,0,,0
,,,,
20201128,AS,0,,0
,,,,
20201127,AS,0,,0
,,,,
20201126,AS,0,,0
,,,,
20201125,AS,0,,0
,,,,
20201124,AS,0,,0
,,,,
20201123,AS,0,,0
,,,,
20201122,AS,0,,0
,,,,
20201121,AS,0,,0
,,,,
20201120,AS,0,,0
,,,,
20201119,AS,0,,0
,,,,
20201118,AS,0,,0
,,,,
20201117,AS,0,,0
,,,,
20201116,AS,0,,0
,,,,
20201115,AS,0,,0
,,,,
20201114,AS,0,,0
,,,,
20201113,AS,0,,0
,,,,
20201112,AS,0,,0
,,,,
20201111,AS,0,,0
,,,,
20201110,AS,0,,0
,,,,
20201109,AS,0,,0
,,,,
20201108,AS,0,,0
,,,,
20201107,AS,0,,0
,,,,
20201106,AS,0,,0
,,,,
20201105,AS,0,,0
,,,,
20201104,AS,0,,0
,,,,
20201103,AS,0,,0
,,,,
20201102,AS,0,,0
,,,,
20201101,AS,0,,0
,,,,
20201031,AS,0,,0
,,,,
20201030,AS,0,,0
,,,,
20201029,AS,0,,0
,,,,
20201028,AS,0,,0
,,,,
20201027,AS,0,,0
,,,,
20201026,AS,0,,0
,,,,
20201025,AS,0,,0
,,,,
20201024,AS,0,,0
,,,,
20201023,AS,0,,0
,,,,
20201022,AS,0,,0
,,,,
20201021,AS,0,,0
,,,,
20201020,AS,0,,0
,,,,
20201019,AS,0,,0
,,,,
20201018,AS,0,,0
,,,,
20201017,AS,0,,0
,,,,
20201016,AS,0,,0
,,,,
20201015,AS,0,,0
,,,,
20201014,AS,0,,0
,,,,
20201013,AS,0,,0
,,,,
20201012,AS,0,,0
,,,,
20201011,AS,0,,0
,,,,
20201010,AS,0,,0
,,,,
20201009,AS,0,,0
,,,,
20201008,AS,0,,0
,,,,
20201007,AS,0,,0
,,,,
20201006,AS,0,,0
,,,,
20201005,AS,0,,0
,,,,
20201004,AS,0,,0
,,,,
20201003,AS,0,,0
,,,,
20201002,AS,0,,0
,,,,
20201001,AS,0,,0
,,,,
20200930,AS,0,,0
,,,,
20200929,AS,0,,0
,,,,
20200928,AS,0,,0
,,,,
20200927,AS,0,,0
,,,,
20200926,AS,0,,0
,,,,
20200925,AS,0,,0
,,,,
20200924,AS,0,,0
,,,,
20200923,AS,0,,0
,,,,
20200922,AS,0,,0
,,,,
20200921,AS,0,,0
,,,,
20200920,AS,0,,0
,,,,
20200919,AS,0,,0
,,,,
20200918,AS,0,,0
,,,,
20200917,AS,0,,0
,,,,
20200916,AS,0,,0
,,,,
20200915,AS,0,,0
,,,,
20200914,AS,0,,0
,,,,
20200913,AS,0,,0
,,,,
20200912,AS,0,,0
,,,,
20200911,AS,0,,0
,,,,
20200910,AS,0,,0
,,,,
20200909,AS,0,,0
,,,,
20200908,AS,0,,0
,,,,
20200907,AS,0,,0
,,,,
20200906,AS,0,,0
,,,,
20200905,AS,0,,0
,,,,
20200904,AS,0,,0
,,,,
20200903,AS,0,,0
,,,,
20200902,AS,0,,0
,,,,
20200901,AS,0,,0
,,,,
20200831,AS,0,,0
,,,,
20200830,AS,0,,0
,,,,
20200829,AS,0,,0
,,,,
20200828,AS,0,,0
,,,,
20200827,AS,0,,0
,,,,
20200826,AS,0,,0
,,,,
20200825,AS,0,,0
,,,,
20200824,AS,0,,0
,,,,
20200823,AS,0,,0
,,,,
20200822,AS,0,,0
,,,,
20200821,AS,0,,0
,,,,
20200820,AS,0,,0
,,,,
20200819,AS,0,,0
,,,,
20200818,AS,0,,0
,,,,
20200817,AS,0,,0
,,,,
20200816,AS,0,,0
,,,,
20200815,AS,0,,0
,,,,
20200814,AS,0,,0
,,,,
20200813,AS,0,,0
,,,,
20200812,AS,0,,0
,,,,
20200811,AS,0,,0
,,,,
20200810,AS,0,,0
,,,,
20200809,AS,0,,0
,,,,
20200808,AS,0,,0
,,,,
20200807,AS,0,,0
,,,,
20200806,AS,0,,0
,,,,
20200805,AS,0,,0
,,,,
20200804,AS,0,,0
,,,,
20200803,AS,0,,0
,,,,
20200802,AS,0,,0
,,,,
20200801,AS,0,,0
,,,,
20200731,AS,0,,0
,,,,
20200730,AS,0,,0
,,,,
